"drag-force-rfile"
"Iteration" "drag-force"
("Iteration" "drag-force")
10 10.84196
20 5.431925
30 3.624707
40 2.779888
50 2.417022
60 2.301725
70 2.25102
80 2.233655
90 2.230103
100 2.217125
110 2.194296
120 2.166401
130 2.137619
140 2.110351
150 2.08604
160 2.065653
170 2.049444
180 2.036843
190 2.027153
200 2.019604
210 2.01357
220 2.00865
230 2.004503
240 2.001049
250 1.998068
260 1.99552
270 1.993382
280 1.991511
290 1.989907
300 1.988605
310 1.987479
