"moment-rfile"
"Iteration" "moment"
("Iteration" "moment")
10 8.837001
20 9.765346
30 9.883856
40 10.21021
50 10.46887
60 10.55579
70 10.30896
80 10.0548
90 9.951846
100 9.906058
110 9.88912
120 9.881173
130 9.868568
140 9.851729
150 9.828294
160 9.798045
170 9.767914
180 9.739165
190 9.713687
200 9.691743
210 9.673681
220 9.658325
230 9.645111
240 9.633572
250 9.623477
260 9.614851
270 9.606906
280 9.599957
290 9.593923
300 9.588687
310 9.584203
