"lift-force-rfile"
"Iteration" "lift-force"
("Iteration" "lift-force")
10 24.76696
20 29.31815
30 31.93491
40 35.2393
50 38.17925
60 40.27481
70 41.10455
80 41.25045
90 41.54243
100 41.81767
110 42.07237
120 42.29017
130 42.48788
140 42.61962
150 42.68235
160 42.70064
170 42.6846
180 42.64468
190 42.59272
200 42.53642
210 42.48201
220 42.43068
230 42.38317
240 42.33902
250 42.29822
260 42.26182
270 42.22766
280 42.19665
290 42.1688
300 42.14386
310 42.12186
