"lift-coef-rfile"
"Iteration" "lift-coef"
("Iteration" "lift-coef")
10 0.1264828
20 0.1497254
30 0.163089
40 0.1799642
50 0.1949783
60 0.2056802
70 0.2099176
80 0.2106627
90 0.2121538
100 0.2135594
110 0.2148602
120 0.2159724
130 0.2169822
140 0.2176549
150 0.2179753
160 0.2180687
170 0.2179868
180 0.2177829
190 0.2175176
200 0.21723
210 0.2169522
220 0.21669
230 0.2164474
240 0.2162219
250 0.2160136
260 0.2158277
270 0.2156532
280 0.2154948
290 0.2153526
300 0.2152252
310 0.2151129
