"lift-force-rfile"
"Iteration" "lift-force"
("Iteration" "lift-force")
10 64.18996
20 80.72474
30 89.1378
40 94.53043
50 97.59954
60 99.81259
70 101.7849
80 103.6617
90 105.5226
100 107.3475
110 108.9937
120 110.3179
130 111.2996
140 111.9698
150 112.3926
160 112.6532
170 112.8295
180 112.9773
190 113.1079
200 113.2326
210 113.348
220 113.4512
230 113.5477
240 113.6315
250 113.7097
260 113.7794
270 113.8448
280 113.9083
290 113.972
300 114.0353
