"lift-coef-rfile"
"Iteration" "lift-coef"
("Iteration" "lift-coef")
10 0.327813
20 0.4122548
30 0.4552197
40 0.4827594
50 0.4984331
60 0.5097349
70 0.5198072
80 0.529392
90 0.5388953
100 0.5482151
110 0.5566223
120 0.563385
130 0.5683982
140 0.5718209
150 0.5739798
160 0.5753108
170 0.5762115
180 0.5769659
190 0.5776331
200 0.5782698
210 0.578859
220 0.5793862
230 0.5798792
240 0.5803068
250 0.5807062
260 0.5810625
270 0.5813963
280 0.5817207
290 0.5820457
300 0.5823692
