"moment-rfile"
"Iteration" "moment"
("Iteration" "moment")
10 10.2708
20 12.11066
30 11.46436
40 10.70452
50 9.857866
60 9.40371
70 9.170755
80 9.159201
90 9.256186
100 9.425236
110 9.554955
120 9.619736
130 9.625935
140 9.588293
150 9.530425
160 9.470614
170 9.424692
180 9.391421
190 9.372442
200 9.363152
210 9.358172
220 9.355265
230 9.353097
240 9.351385
250 9.350144
260 9.349712
270 9.350439
280 9.352497
290 9.356007
300 9.360575
