"drag-force-rfile"
"Iteration" "drag-force"
("Iteration" "drag-force")
10 13.33595
20 8.515422
30 6.538249
40 5.291546
50 4.45223
60 3.960054
70 3.659909
80 3.46929
90 3.327132
100 3.221099
110 3.111494
120 2.99218
130 2.873586
140 2.762884
150 2.667891
160 2.591117
170 2.533632
180 2.490384
190 2.460039
200 2.438261
210 2.422063
220 2.409403
230 2.398683
240 2.389758
250 2.382339
260 2.375929
270 2.370603
280 2.366506
290 2.362925
300 2.360134
