"drag-force-rfile"
"Iteration" "drag-force"
("Iteration" "drag-force")
10 11.06313
20 5.853964
30 3.981334
40 2.882721
50 2.374206
60 2.156931
70 2.084281
80 2.066743
90 2.073672
100 2.084606
110 2.086373
120 2.077919
130 2.065058
140 2.049647
150 2.033654
160 2.019011
170 2.007251
180 1.99842
190 1.99201
200 1.987438
210 1.984187
220 1.981661
230 1.979575
240 1.977659
250 1.975833
260 1.974288
270 1.972789
280 1.971521
