"drag-coef-rfile"
"Iteration" "drag-coef"
("Iteration" "drag-coef")
10 0.05649849
20 0.02989571
30 0.02033234
40 0.01472182
50 0.01212487
60 0.01101527
70 0.01064425
80 0.01055469
90 0.01059007
100 0.01064591
110 0.01065493
120 0.01061176
130 0.01054608
140 0.01046738
150 0.0103857
160 0.01031092
170 0.01025086
180 0.01020576
190 0.01017303
200 0.01014968
210 0.01013308
220 0.01012018
230 0.01010952
240 0.01009974
250 0.01009042
260 0.01008252
270 0.01007487
280 0.01006839
